rating,description,title,brand,image_urls,product_url,price
0: No rating yet.,"Performance
Operating System
Windows 10 Home 64
Processor
Intel® Pentium® N3710 (1.6 GHz, up to 2.56 GHz with Intel® Turbo Boost Technology,
2 MB cache, 4 cores)
Processor family: Intel® Pentium® processor
Memory
4 GB DDR3L-1600 SDRAM (1 x 4 GB)
Storage
500 GB 5400 rpm SATA
Dropbox1
Graphics
Integrated Intel® HD Graphics 405
Audio
DTS Studio Sound™; Dual speakers
Display
29.5 cm (11.6"") diagonal HD IPS UWVA WLED-backlit multitouch-enabled
edge-to-edge glass (1366 x 768)
Power
45 W AC power adapter
Battery Type
3-cell, 41 Wh Li-ion
Target battery life
Up to 11 hours estimated battery time3
_
Connectivity
Wireless connectivity
802.11b/g/n (1x1) and Bluetooth® 4.0 combo (Miracast compatible)
Ports
1 HDMI; 1 headphone/microphone combo; 2 USB 2.0; 1 USB 3.1
1 multi-format SD media card reader
Webcam
HP Webcam with integrated digital microphone
Design
Product Color
Jack black; Linear grooves pattern
_
Software
HP Apps
HP Audio Switch; HP CoolSense; HP JumpStart
Software
CyberLink PowerDirector; Netflix; 1 month trial for new Microsoft® Office 365
customers
Service & support
McAfee LiveSafe™ 2
_
Additional information
Part Number
P/N: 1JL40EA #BH5
UPC/EAN code: 190781571049
Energy Efficiency Compliance
ENERGY STAR® certified; EPEAT® Silver registered
Weight
1.45 kg
Packed: 2.19 kg
Dimensions
30.6 x 20.8 x 1.98 cm
Packed: 43.5 x 26 x 6.9 cm
Warranty
1-year limited parts, labour, and carry-in service; You can expand the warranty
coverage of your product to reach up to 3 years in total; for more information, check
with your HP reseller.
Keyboard
Full-size island-style keyboard
HP Imagepad with multi-touch gesture support
Security management
Kensington MicroSaver® lock slot; Power-on password; Accepts third-party security
lock devices; Trusted Platform Module (TPM) support
Sensors
Accelerometers; Gyroscope; eCompass",HP X360 CONVERTIBLE 11-AB002NIA Intel® Pentium® N3710 (1.6 GHz 4GB RAM 500GB HDD WINDOW 10 HOME,HP,"https://ng.jumia.is/npQJHt3xx3yNdXyI9SPGSIxW-cg=/fit-in/680x680/filters:fill(white):sharpen(1,0,false):quality(80)/product/97/991301/1.jpg?6124,https://ng.jumia.is/FcNLbfrKBwrwgNs3-3pLPWFkLvw=/fit-in/680x680/filters:fill(white):sharpen(1,0,false):quality(80)/product/97/991301/2.jpg?6124",https://www.jumia.com.ng/hp-x360-convertible-11-ab002nia-intelr-pentiumr-n3710-1.6-ghz-4gb-ram-500gb-hdd-window-10-home-10319979.html,#141000
0: No rating yet.,"HP Pavilion Notebook 15-au023cl (TOUCHSCREEN), Windows 10 Home, 6th generation Intel Core i5-6200U Processor, 12GB DDR4 SDRAM (1 DIMM), Intel HD Graphics 520, 1TB 5400RPM Serial ATA hard drive, Finish: Natural silver and ash silver with horizontal brushing in digital thread lines, Front-facing HP Wide Vision HD Webcam with integrated dual array digital microphones, SuperMulti DVD burner, 15.6-inch diagonal HD SVA BrightView WLED-backlit (1366x768), 1x1 802.11b/g/n WLAN and Bluetooth, Multi-Format Digital Media Card Reader, B&O PLAY with dual speakers, Full-size bilingual (English) island-style keyboard. Whatever you’re passionate about, get ready to take it to the next level with the all-new HP Pavilion Notebook. It’s packed with the features you need to spark your creativity.","HP Pavilion 15Intel Core I5 2.8GHz (12GB, 1TB HDD) 15.6-Inch Touchscreen Windows 10 Laptop - Silver",HP,"https://ng.jumia.is/bGPLkqPxeSo44SCgZ1pq9FHxb50=/fit-in/680x680/filters:fill(white):sharpen(1,0,false):quality(80)/product/21/261111/1.jpg?7222",https://www.jumia.com.ng/hp-pavilion-15intel-core-i5-2.8ghz-12gb-1tb-hdd-15.6-inch-touchscreen-windows-10-laptop-silver-11116212.html,#380000
0: No rating yet.,n/a,"HP Pavilion 15-cc563st- Intel Core I7,7500u 2.7 GHz (12 GB RAM 1 TB HDD) 7th Generation 15.6 Inches Backlit Keyboard Windows 10 +32gb Flash + Usb Light",HP,"https://ng.jumia.is/owsMHiYJheAZjxwY8ghT8TixLd4=/fit-in/680x680/filters:fill(white):sharpen(1,0,false):quality(80)/product/25/975011/1.jpg?1050",https://www.jumia.com.ng/hp-pavilion-15-cc563st-intel-core-i77500u-2.7-ghz-12-gb-ram-1-tb-hdd-7th-generation-15.6-inches-backlit-keyboard-windows-10-32gb-flash-usb-light-11057952.html,#220000
0: No rating yet.,n/a,"Apple 13"" MacBook Air, 2.2GHz Intel Core I7 8GB RAM, 512GB SSD, Mac OS, Silver, Z0UU1LL/A",Apple,"https://ng.jumia.is/VR9pl5hu7ndAO73ilNHYuHzGrgU=/fit-in/680x680/filters:fill(white):sharpen(1,0,false):quality(80)/product/27/661111/1.jpg?7509,https://ng.jumia.is/EpXERAyyqBjrSkZmW9-B1rxn7n4=/fit-in/680x680/filters:fill(white):sharpen(1,0,false):quality(80)/product/27/661111/2.jpg?7509",https://www.jumia.com.ng/apple-13-macbook-air-2.2ghz-intel-core-i7-8gb-ram-512gb-ssd-mac-os-silver-z0uu1lla-11116672.html,#780000
5: Based on 1 rating,Brand NameAlienwareSeriesAW17R4 -PUSItem model numberAW17R4-7352SLV-PUSHardware PlatformPC; NotebookOperating SystemWindows 10 Home 64-bit EnglishItem Weight9.7 poundsProduct Dimensions13 x 16.7 x 1.2 inchesItem Dimensions L x W x H13 x 16.69 x 1.17 inchesColorEpic SilverProcessor BrandIntelProcessor Count4Flash Memory Size256.0Hard Drive InterfaceSolid StateHard Drive Rotational Speed7200 RPMOptical Drive TypeNoneBatteries1 Lithium ion batteries required. (included),Dell Alienware 17 R4 Core I7 1TB+512gb+128GB 32gb 8gb Nvidia 1080 Tobii Eye-Tracking Win 10 7th Gen,Dell,"https://ng.jumia.is/RFQ_zbHvWws3EX-4IFt2XOgY9aU=/fit-in/680x680/filters:fill(white):sharpen(1,0,false):quality(80)/product/36/722501/1.jpg?3680,https://ng.jumia.is/2tmKjKzpsv2KnuvzCJhAzF86slw=/fit-in/680x680/filters:fill(white):sharpen(1,0,false):quality(80)/product/36/722501/2.jpg?3680,https://ng.jumia.is/pzsUyUmhiXB6IZcj-f2JssnWra0=/fit-in/680x680/filters:fill(white):sharpen(1,0,false):quality(80)/product/36/722501/3.jpg?3680,https://ng.jumia.is/dpqWE-n7wr6vp1i_EjnDyLDbr8U=/fit-in/680x680/filters:fill(white):sharpen(1,0,false):quality(80)/product/36/722501/4.jpg?3680,https://ng.jumia.is/RljUjMzIxcgkKq7wGGgyknf6bpg=/fit-in/680x680/filters:fill(white):sharpen(1,0,false):quality(80)/product/36/722501/5.jpg?3680,https://ng.jumia.is/_WliykOZX4G_nWpd9BUZoLgiIS4=/fit-in/680x680/filters:fill(white):sharpen(1,0,false):quality(80)/product/36/722501/6.jpg?3680",https://www.jumia.com.ng/dell-alienware-17-r4-core-i7-1tb512gb128gb-32gb-8gb-nvidia-1080-tobii-eye-tracking-win-10-7th-gen-10522763.html,#1650000
0: No rating yet.,n/a,"HP HP 15 Notebook PC, 4gb Ram 500gb Windows 10, Touch Screen Laptop",HP,"https://ng.jumia.is/_6nWGYnq2YRWf6-PqZ1At7HeCNc=/fit-in/680x680/filters:fill(white):sharpen(1,0,false):quality(80)/product/70/681301/1.jpg?2048,https://ng.jumia.is/lHhjDqoLucPqZSeJtH5AxO0t1Fg=/fit-in/680x680/filters:fill(white):sharpen(1,0,false):quality(80)/product/70/681301/2.jpg?2048,https://ng.jumia.is/AxSRD97brtiJVUVRU-iAdxyNDKw=/fit-in/680x680/filters:fill(white):sharpen(1,0,false):quality(80)/product/70/681301/3.jpg?2048,https://ng.jumia.is/rHVShgo1uBb_3gabKrKv-GIZxQk=/fit-in/680x680/filters:fill(white):sharpen(1,0,false):quality(80)/product/70/681301/4.jpg?2048",https://www.jumia.com.ng/hp-hp-15-notebook-pc-4gb-ram-500gb-windows-10-touch-screen-laptop-10318607.html,#195000
0: No rating yet.,n/a,"Apple Macbook Pro 15.4"" Retina Intel I7 512gb 16gb 2.9ghz 4gb Radeon Space Gray MPTT2LL/A (Newest Version)",Apple,"https://ng.jumia.is/SNI1GZM9zr795i2aXh_H-_b-R4Y=/fit-in/680x680/filters:fill(white):sharpen(1,0,false):quality(80)/product/71/261111/1.jpg?7213,https://ng.jumia.is/YMcaqYDxTcorBbva-9HQa76Wq0A=/fit-in/680x680/filters:fill(white):sharpen(1,0,false):quality(80)/product/71/261111/2.jpg?7213",https://www.jumia.com.ng/apple-macbook-pro-15.4-retina-intel-i7-512gb-16gb-2.9ghz-4gb-radeon-space-gray-mptt2lla-newest-version-11116217.html,#820000
0: No rating yet.,The ,"HP Pavilion 15 Intel Core I5-7200U Backlit Keyboard2.5GHz (8GB RAM,1TB HDD) 15.6-Inch Touch Screen Windows 10 Laptop+ Free Bag- Red & Silver",HP,"https://ng.jumia.is/R5_oO8j7pNXNldSwhkFp0Qq-4bs=/fit-in/680x680/filters:fill(white):sharpen(1,0,false):quality(80)/product/89/967111/1.jpg?8255,https://ng.jumia.is/og-BKi88a1BSTRKfXlTVUMLiKd8=/fit-in/680x680/filters:fill(white):sharpen(1,0,false):quality(80)/product/89/967111/2.jpg?8255",https://www.jumia.com.ng/hp-pavilion-15-intel-core-i5-7200u-backlit-keyboard2.5ghz-8gb-ram1tb-hdd-15.6-inch-touch-screen-windows-10-laptop-free-bag-red-silver-11176998.html,#190000
0: No rating yet.,"13"" Apple MacBook Pro with Touch Bar 3.5GHz 7th Gen Kaby Lake dual-core Intel Core i7, Turbo Boost up to 4.0GHz, with 4MB shared L3 cache 512GB PCIe-based onboard SSD 16GB of 2133MHz LPDDR3 onboard memory 13.3-inch (diagonal) LED-backlit display with IPS technology; 2560-by-1600 native resolution at 227 pixels per inch with support for millions of colors 500 nits brightness Intel Iris Plus Graphics 650 Four Thunderbolt 3 (USB-C) ports with support for: Charging, DisplayPort, Thunderbolt (up to 40 Gbps), USB 3.1 Gen 2 (up to 10 Gbps) Touch Bar with integrated Touch ID sensor Full-size English backlit keyboard with: 64 (U.S.) or 65 (ISO) keys including 4 arrow keys & Ambient light sensor Force Touch trackpad for precise cursor control and pressure-sensing capabilities; enables Force clicks, accelerators, pressure-sensitive drawing, and Multi-Touch gestures 802.11ac Wi-Fi wireless networking; IEEE 802.11a/b/g/n compatible Bluetooth 4.2 wireless technology 720p FaceTime HD camera One external display with 5120-by-2880 resolution at 60Hz at over a billion colors or Up to two external displays with 4096-by-2304 resolution at 60Hz at over a billion colors Stereo speakers with high dynamic range Three microphones 3.5 mm headphone jack Up to 10 hours battery life Up to 30 days of standby time Built-in 49.2-watt-hour lithium-polymer battery 61W USB-C Power Adapter Height: 0.59 inch (1.49 cm) Width: 11.97 inches (30.41 cm) Depth: 8.36 inches (21.24 cm) Weight: 3.02 pounds (1.37 kg)","Apple Retina MacBook Pro 13"" Touch Bar 3.5ghz I7 Kaby Lake - 16GB, 512GB - Silver - 2017 Model",Apple,"https://ng.jumia.is/2UX1ygtM94HDbjntSwxV1CV39aI=/fit-in/680x680/filters:fill(white):sharpen(1,0,false):quality(80)/product/46/567111/1.jpg?2929,https://ng.jumia.is/olbv7WbYkqcRsySZE9iauflY3Jo=/fit-in/680x680/filters:fill(white):sharpen(1,0,false):quality(80)/product/46/567111/2.jpg?2929,https://ng.jumia.is/dFT2tDJyM06VLQfThsAw8b3n-Og=/fit-in/680x680/filters:fill(white):sharpen(1,0,false):quality(80)/product/46/567111/3.jpg?2929",https://www.jumia.com.ng/apple-retina-macbook-pro-13-touch-bar-3.5ghz-i7-kaby-lake-16gb-512gb-silver-2017-model-11176564.html,#784000
5: Based on 1 rating,n/a,"HP Elitebook 850 G3 6th Gen Intel Core I7-6500u - 500 GB, 8 GB 15.6"" W10 Pro",HP,"https://ng.jumia.is/scypnKbnm9yxGQWOg6gB4w4c0WA=/fit-in/680x680/filters:fill(white):sharpen(1,0,false):quality(80)/product/99/261111/1.jpg?7255",https://www.jumia.com.ng/hp-elitebook-850-g3-6th-gen-intel-core-i7-6500u-500-gb-8-gb-15.6-w10-pro-11116299.html,#500000
4: Based on 2 ratings,"The new Aspire 3 Series is perfect for every need. It packs a beautiful 15.6"" HD screen, solid performance, and the latest WiFi into an attractive design that's easy to place in a backpack and take to class. Offering good bang for your buck, this has all the essentials you need so you can quickly browse the Web, manage a budget, or catch up on schoolwork. Acer Aspire 3 A315-31 15.6"" HD  Acer CineCrystal LED LCD Intel Graphics, Intel Celeron N3350, 2GB DDR3, 500GB HDD, Linux / Free DOS Boot-up",Acer Aspire 3 A315-31 Intel Celeron N3350 (500GB HDD 2GB RAM) 15.6-Inch HD Linux / Free DOS Laptop - Black,Acer,"https://ng.jumia.is/ZFEor8sY94nzqELcWqVT8j4bNGI=/fit-in/680x680/filters:fill(white):sharpen(1,0,false):quality(80)/product/87/834901/1.jpg?5618,https://ng.jumia.is/6ljOAdzAcyrc_xDrYd-6TQEgNHc=/fit-in/680x680/filters:fill(white):sharpen(1,0,false):quality(80)/product/87/834901/2.jpg?5618,https://ng.jumia.is/okIDyNG5OB14i43skdgMe46wOyw=/fit-in/680x680/filters:fill(white):sharpen(1,0,false):quality(80)/product/87/834901/3.jpg?5618,https://ng.jumia.is/QcLxIfoL60Bnp5P8ma5tlibq1vg=/fit-in/680x680/filters:fill(white):sharpen(1,0,false):quality(80)/product/87/834901/4.jpg?5618,https://ng.jumia.is/4UlkjIm7mNj6bT8gziMsCbo_30U=/fit-in/680x680/filters:fill(white):sharpen(1,0,false):quality(80)/product/87/834901/5.jpg?5618",https://www.jumia.com.ng/acer-aspire-3-a315-31-intel-celeron-n3350-500gb-hdd-2gb-ram-15.6-inch-hd-linux-free-dos-laptop-black-10943878.html,#84990
0: No rating yet.,"The new Aspire 3 Series is perfect for every need. It packs a beautiful 15.6"" HD screen, solid performance, and the latest WiFi into an attractive design that's easy to place in a backpack and take to class. Offering good bang for your buck, this has all the essentials you need so you can quickly browse the Web, manage a budget, or catch up on schoolwork. Acer Aspire 3 A315-31 15.6"" HD  Acer CineCrystal LED LCD Intel Graphics, Intel Celeron N3350, 4GB DDR3, 500GB HDD, Linux / Free DOS Boot-up",Acer Aspire 3 A315-31-C2LW Intel Celeron N3350 (500GB HDD 4GB RAM) 15.6-Inch HD Linux / Free DOS Laptop - Black,Acer,"https://ng.jumia.is/UrPA6gUzYRaMO8pbEBpWwmNpx_I=/fit-in/680x680/filters:fill(white):sharpen(1,0,false):quality(80)/product/08/834901/1.jpg?5618,https://ng.jumia.is/ixxiriAe2BNa34YckDMQHcRILa4=/fit-in/680x680/filters:fill(white):sharpen(1,0,false):quality(80)/product/08/834901/2.jpg?5618,https://ng.jumia.is/4ZSfLi47ZhI_VHzvZUkalIJhefI=/fit-in/680x680/filters:fill(white):sharpen(1,0,false):quality(80)/product/08/834901/3.jpg?5618,https://ng.jumia.is/JI0k-h53Q08KJqPwBEHG3YUVFtY=/fit-in/680x680/filters:fill(white):sharpen(1,0,false):quality(80)/product/08/834901/4.jpg?5618,https://ng.jumia.is/U5haMpmuiNHd0czt0rDqPD_fKdI=/fit-in/680x680/filters:fill(white):sharpen(1,0,false):quality(80)/product/08/834901/5.jpg?5618",https://www.jumia.com.ng/acer-aspire-3-a315-31-c2lw-intel-celeron-n3350-500gb-hdd-4gb-ram-15.6-inch-hd-linux-free-dos-laptop-black-10943880.html,#87990
4.7: Based on 3 ratings,"The new Aspire 3 Series is perfect for every need. It packs a beautiful 15.6"" HD screen, solid performance, and the latest WiFi into an attractive design that's easy to place in a backpack and take to class. Offering good bang for your buck, this has all the essentials you need so you can quickly browse the Web, manage a budget, or catch up on schoolwork. Acer Aspire 3 A315-51-35DQ 15.6"" , Intel Core i3-7100U, 4GB DDR4, 1TB HDD, Free DOS",Acer Aspire 3 A315-51-35DQ Intel Core I3-6006U 2.4GHz (1TB HDD 4GB RAM) 15.5-Inch Free DOS Laptop - Black,Acer,"https://ng.jumia.is/gr_3C0nq4422AQFdfG2Eu0Xw5To=/fit-in/680x680/filters:fill(white):sharpen(1,0,false):quality(80)/product/18/414501/1.jpg?4777,https://ng.jumia.is/322jlIXGpdLHJXe_dihtxN_ygnA=/fit-in/680x680/filters:fill(white):sharpen(1,0,false):quality(80)/product/18/414501/2.jpg?1542,https://ng.jumia.is/smNM_i3bHHZsbYeCcYS3ZUZqSYE=/fit-in/680x680/filters:fill(white):sharpen(1,0,false):quality(80)/product/18/414501/3.jpg?1542,https://ng.jumia.is/9NU7eXe9CuqMA0mgAdN51x9xw_o=/fit-in/680x680/filters:fill(white):sharpen(1,0,false):quality(80)/product/18/414501/4.jpg?1542,https://ng.jumia.is/DjBy7KsHY1kllzz6p0UdUnp6d4g=/fit-in/680x680/filters:fill(white):sharpen(1,0,false):quality(80)/product/18/414501/5.jpg?1542,https://ng.jumia.is/ivt7RBBz4Hc1KYc7MbD8ljZ61Nw=/fit-in/680x680/filters:fill(white):sharpen(1,0,false):quality(80)/product/18/414501/6.jpg?4777",https://www.jumia.com.ng/acer-aspire-3-a315-51-35dq-intel-core-i3-6006u-2.4ghz-1tb-hdd-4gb-ram-15.5-inch-free-dos-laptop-black-10541481.html,#129990
0: No rating yet.,"HP 15-f222wm â€“ 15.6 Laptop, Touchscreen, Windows 10 Home, Intel Pentium Quad-Core Processor, 4GB Memory, 500GB Hard DriveDisplay: 15.6""Operating System: Windows 10 HomeProcessor: Intel Pentium Quad-Core ProcessorRAM Memory: 4GB/Hard Drive: 500GBThis reliable, value-packed laptop combines the features you need to get the job done and a sleek, thin design you can easily take on the road. HP 15-f222wm 15.6"" Laptop:Features and Benefits:15.6"" touchscreen displayLED Backlight, HD Touchscreen DisplayIntel Pentium quad-core processor2.16GHz (with Max Turbo Speed of 2.66GHz)4GB DDR3L SDRAM system memoryGives you the power to handle most power-hungry applications and tonnes of multimedia work500GB SATA hard driveStore 333,000 photos, 142,000 songs or 263 hours of HD video and more5 hours of battery lifeLong-lasting battery life gives you all day to access your photos, videos, music and documentsIntel HD GraphicsWith 1792MB dedicated graphics memoryWeight: 5.05 lbsThin design you can easily take on the roadSuper Multi DVD BurnerWatch movies and read and write CDs and DVDs in multiple formats10/100 Fast Ethernet, 802.11b/g/n Wireless LANConnect to a broadband modem with wired Ethernet or wirelessly connect to a WiFi signal or hotspot with the 802.11b/g/n connection built into your PCAdditional Features:Front-facing VGA webcam with integrated digital microphoneMulti-in-1 card readerFull-size island-style keyboard with numeric keypad1 x DC-in port, 1 x Ethernet port, 1 x HDMI port, 1 x headphone/microphone jack, 1 x USB 2.0 port, 2 x USB 3.0 ports3-cell lithium-ion batteryDimensions: 0.89"" x 15.18"" x 10.16""Colour: Black LicoriceWhat's In The Box:Power cord and AC adapter3-cell batteryQuick Start Guide","HP 15 - Touchscreen -Pentium Quad-Core - 4GB RAM - 500 HDD- 15.6""- Win 10 - Black",HP,"https://ng.jumia.is/KpjgdZrAcRrxgz8J3vI1KisSoJI=/fit-in/680x680/filters:fill(white):sharpen(1,0,false):quality(80)/product/67/43317/1.jpg?4598",https://www.jumia.com.ng/15-f222wm-touchscreen-pentium-quad-core-4gb-ram-500-hdd-15.6-win-10-black-hp-mpg121417.html,#118490
4.5: Based on 2 ratings,"The HP 15 is the perfect hybrid of design, reliability, and great features. You've got premium style and superior productivity in one handy package while keeping your wallet in mind, now that's something to get excited about!

 

","HP 15 Intel Celeron 1.6GHz (4GB Ram,500GB HDD) 15.6-Inch Screen Windows 10",HP,"https://ng.jumia.is/ehSpDCpz53-grqYyWKyTjCrgMTY=/fit-in/680x680/filters:fill(white):sharpen(1,0,false):quality(80)/product/83/591201/1.jpg?4612,https://ng.jumia.is/jNAJ3g_Si3Bl4JhQhYaV_xGYkf8=/fit-in/680x680/filters:fill(white):sharpen(1,0,false):quality(80)/product/83/591201/2.jpg?3897,https://ng.jumia.is/0GyXk-UWsHf4xMw2ximcwRgIc5U=/fit-in/680x680/filters:fill(white):sharpen(1,0,false):quality(80)/product/83/591201/3.jpg?3897",https://www.jumia.com.ng/hp-15-intel-celeron-1.6ghz-4gb-ram500gb-hdd-15.6-inch-screen-windows-10-10219538.html,#99990
5: Based on 1 rating,n/a,"Innjoo LeapBook A100 Intel Atom X5 Quad Core (2GB,32GB EMMc) 14-Inch Windows 10 Laptop - Champagne Gold",Innjoo,"https://ng.jumia.is/XnCxvCY45B0bt1YIqQIAZ773A8U=/fit-in/680x680/filters:fill(white):sharpen(1,0,false):quality(80)/product/60/911801/1.jpg?2667,https://ng.jumia.is/qY0yHbV-eHp1ZIFdhN1eJ0xodkQ=/fit-in/680x680/filters:fill(white):sharpen(1,0,false):quality(80)/product/60/911801/2.jpg?2667",https://www.jumia.com.ng/innjoo-leapbook-a100-intel-atom-x5-quad-core-2gb32gb-emmc-14-inch-windows-10-laptop-champagne-gold-10811906.html,#65000
4: Based on 24 ratings,"Model - HP 255 AMD QUAD CORE(4 Cores) 500GB HDD 4GB RAM WITH BAG 16GB FLASH
Processor UP TO 2.16GHz
Memory - 4GB
Hard disk - 500GB
Graphics Card - Intel HD Graphics
Screen - 15.6 HD BV LED-backlight Display
SuperMulti 8X DVD-RW
Network - WiFi 802.11 bgn, Bluetooth
Webcam + Mic,
Battery - Li-Ion 4-cell
Operating system - Windows 10 HOME
Other - Memory card reader, Wireless, DUAL AUDIO SPEAKERS
Colors- Black
Mass- 3kg
Warranty - 1 year","HP 255 AMD Quad Core (500GB HDD,4GB+ 32GB Flash) Windows 10",HP,"https://ng.jumia.is/ySINSOhDh24lN_3BjvAfi6PwniY=/fit-in/680x680/filters:fill(white):sharpen(1,0,false):quality(80)/product/21/74676/1.jpg?9839,https://ng.jumia.is/Zg-N3MtQlWyQ-0PNaeqjc2c2RIs=/fit-in/680x680/filters:fill(white):sharpen(1,0,false):quality(80)/product/21/74676/2.jpg?9839,https://ng.jumia.is/P1tb2m5bZ605P7mMd6K9vE4Y9ys=/fit-in/680x680/filters:fill(white):sharpen(1,0,false):quality(80)/product/21/74676/3.jpg?9839,https://ng.jumia.is/Dh2q9S2WNw1hAbaOTtKlKhJmx2I=/fit-in/680x680/filters:fill(white):sharpen(1,0,false):quality(80)/product/21/74676/4.jpg?9839",https://www.jumia.com.ng/255-amd-quad-core-500gb-hdd4gb-32gb-flash-windows-10-hp-mpg118955.html,#92500
3.8: Based on 6 ratings,"The IdeaBook Notebook is a dynamic PC that is incredible in design and just as efficient in delivery. Crafted with a space of 4GB/64GB RAM to ROM memory capacity, this 14.1 inches wide sophisticated Notebook comes with the Windows 10 operating system and can do virtually everything that a bigger sized laptop can do. By all standards, the IdeaBook is a compact personification of your everyday laptop but with more sleek outlook and better designs.",Waafox Ideabook Air WN1401 Intel X5 8350 Quad Core 1.1Ghz Processor (4GB DDR3 64GB SSD) 14.1-Inch Windows 10,Waafox,"https://ng.jumia.is/A9zCvFj1uU9y1J4MyljeJvAtKIM=/fit-in/680x680/filters:fill(white):sharpen(1,0,false):quality(80)/product/82/59158/1.jpg?5676,https://ng.jumia.is/k7hKF-Z8ECJEv-ElutishZYLmbQ=/fit-in/680x680/filters:fill(white):sharpen(1,0,false):quality(80)/product/82/59158/2.jpg?2313",https://www.jumia.com.ng/waafox-ideabook-air-wn1401-intel-x5-8350-quad-core-1.1ghz-processor-4gb-ddr3-64gb-ssd-14.1-inch-windows-10-8519528.html,#72490
2: Based on 2 ratings,"Serious power and speed makes
everything you do feel fast and
responsive, so you can multitask with
ease. Confidently save everything you
can't live without, with up to a 1TB
hard drive.","HP Pavilion X360 (Intel Core I5-7200U 2.5GHz, 8GB RAM, 1TB HDD) 15.6 Inch Touch Screen, Windows 10)- Natural Silver - 2FN78EA",HP,"https://ng.jumia.is/5s1DpBGpxIT2oO8Lz-NlGWyD20c=/fit-in/680x680/filters:fill(white):sharpen(1,0,false):quality(80)/product/07/656301/1.jpg?8385,https://ng.jumia.is/fhae75gJ4YlvJESCtVCC9qqbVI8=/fit-in/680x680/filters:fill(white):sharpen(1,0,false):quality(80)/product/07/656301/2.jpg?8385,https://ng.jumia.is/C2_bKvo7PIXFOcujmaAXu_xuQe0=/fit-in/680x680/filters:fill(white):sharpen(1,0,false):quality(80)/product/07/656301/3.jpg?8385,https://ng.jumia.is/xKNCMH8U-yMAWcw5yuD50rqFXWE=/fit-in/680x680/filters:fill(white):sharpen(1,0,false):quality(80)/product/07/656301/4.jpg?8385",https://www.jumia.com.ng/hp-pavilion-x360-intel-core-i5-7200u-2.5ghz-8gb-ram-1tb-hdd-15.6-inch-touch-screen-windows-10-natural-silver-2fn78ea-10365670.html,#200000
